sourceTaxonName,targetTaxonName,interactionTypeName,sourceTaxonPhylumName,targetTaxonPhylumName
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis dasycneme,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis dasycneme,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus pygmaeus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus serotinus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus pygmaeus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis dasycneme,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus pygmaeus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus serotinus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus nilssoni,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis ikonnikovi,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macrodactylus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macrodactylus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus nilssoni,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus nilssoni,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus cornutus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macrodactylus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macrodactylus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macrodactylus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis ikonnikovi,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus amplexicaudatus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus leschenaultii,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Middle East respiratory syndrome-related coronavirus,Vespertilio sinensis,hasHost,Pisuviricota,Chordata
Coronavirus PgCoV-2,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PgCoV-1,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PgCoV-3,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PgCoV-4,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/Ratcha-67/THA/2007,Hipposideros armiger,hasHost,Pisuviricota,Chordata
Bat coronavirus Shandong/977/2006,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus Anhui/911/2005,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus Fujian/773/2005,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus Shandong/977/2006,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus Anhui/911/2005,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus Fujian/773/2005,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Miniopterus bat coronavirus 1,Miniopterus,hasHost,Pisuviricota,Chordata
Miniopterus bat coronavirus 1,Miniopterus,hasHost,Pisuviricota,Chordata
Miniopterus bat coronavirus 1,Miniopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/03/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/02/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/01/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/02/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/01/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Coronavirus BtRt-BetaCoV/GX2018,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-17,Pteropus giganteus,hasHost,Pisuviricota,Chordata
Coronavirus BtRt-BetaCoV/GX2018,Rousettus,hasHost,Pisuviricota,Chordata
Coronavirus BtRt-BetaCoV/GX2018,Rousettus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macropus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macropus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Hipposideros pomona bat coronavirus CHB25,Hipposideros larvatus,hasHost,Pisuviricota,Chordata
Miniopterus schreibersii bat coronavirus 1-related,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Hipposideros pomona bat coronavirus HKU10-related,Hipposideros pomona,hasHost,Pisuviricota,Chordata
Rhinolophus affinis bat coronavirus HKU2-related,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Scotophilus kuhlii bat coronavirus 512-related,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Pipistrellus abramus bat coronavirus HKU5-related,Pipistrellus abramus,hasHost,Pisuviricota,Chordata
Tylonycteris pachypus bat coronavirus HKU4-related,Tylonycteris pachypus,hasHost,Pisuviricota,Chordata
Miniopterus pusillus bat coronavirus HKU8-related,Miniopterus pusillus,hasHost,Pisuviricota,Chordata
Rousettus aegyptiacus bat coronavirus 229E-related,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macropus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Macroglossus minimus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Coronavirus BtRs-AlphaCoV/YN2018,Cynopterus sphinx,hasHost,Pisuviricota,Chordata
Coronavirus BtSk-AlphaCoV/GX2018D,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Coronavirus BtSk-AlphaCoV/GX2018C,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Coronavirus BtSk-AlphaCoV/GX2018B,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Coronavirus BtSk-AlphaCoV/GX2018A,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis macropus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Lissonycteris angolensis,hasHost,Pisuviricota,Chordata
Ozimops sp. alphacoronavirus,Ozimops,hasHost,Pisuviricota,Chordata
Chalinolobus gouldii alphacoronavirus,Chalinolobus,hasHost,Pisuviricota,Chordata
Falsistrellus mackenziei alphacoronavirus,Falsistrellus mackenziei,hasHost,Pisuviricota,Chordata
Vespadelus regulus alphacoronavirus,Eptesicus regulus,hasHost,Pisuviricota,Chordata
Vespadelus regulus alphacoronavirus,Eptesicus regulus,hasHost,Pisuviricota,Chordata
Vespadelus regulus alphacoronavirus,Eptesicus regulus,hasHost,Pisuviricota,Chordata
Vespadelus regulus alphacoronavirus,Eptesicus regulus,hasHost,Pisuviricota,Chordata
Vespadelus baverstocki alphacoronavirus,Vespadelus baverstocki,hasHost,Pisuviricota,Chordata
Chalinolobus morio alphacoronavirus,Chalinolobus morio,hasHost,Pisuviricota,Chordata
Chalinolobus morio alphacoronavirus,Chalinolobus morio,hasHost,Pisuviricota,Chordata
Chalinolobus gouldii alphacoronavirus,Chalinolobus,hasHost,Pisuviricota,Chordata
Vespadelus regulus alphacoronavirus,Eptesicus regulus,hasHost,Pisuviricota,Chordata
Chalinolobus gouldii alphacoronavirus,Chalinolobus,hasHost,Pisuviricota,Chordata
Chalinolobus gouldii alphacoronavirus,Chalinolobus,hasHost,Pisuviricota,Chordata
Chalinolobus gouldii alphacoronavirus,Chalinolobus,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus,Molossus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Molossus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Molossus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Nanonycteris veldkampii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Chiroptera,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Neoromicia capensis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Neoromicia capensis,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Neoromicia capensis,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus GCCDC1,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Nycteris macrotis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus darlingi,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus darlingi,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Neoromicia nana,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Chaerephon pumilus,hasHost,Pisuviricota,Chordata
Coronavirus BtRt-BetaCoV/GX2018,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Coronavirus BtRs-BetaCoV/YN2018D,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Coronavirus BtRs-BetaCoV/YN2018C,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Coronavirus BtRs-BetaCoV/YN2018B,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Coronavirus BtRs-BetaCoV/YN2018A,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus abramus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Myotis brandtii,hasHost,Pisuviricota,Chordata
Coronavirus BtRl-BetaCoV/SC2018,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Epomophorus gambianus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Epomophorus gambianus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Lissonycteris angolensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Lissonycteris angolensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus abramus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Pipistrellus abramus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eptesicus serotinus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis petax,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hypsugo alaschanicus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros ruber,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Tylonycteris pachypus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Tylonycteris pachypus,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Rhinolophus simulator,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus/UF-FWC/2016/3,Tadarida brasiliensis,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Neoromicia nana,hasHost,Pisuviricota,Chordata
Bat alphacoronavirus,Scotophilus dinganii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
