sourceTaxonName,targetTaxonName,interactionTypeName,sourceTaxonPhylumName,targetTaxonPhylumName
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-12,Anoura caudifera,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-13,Lichonycteris obscura,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-12,Anoura caudifera,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-21252/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C264/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-66604/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-293985/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C328/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-C344/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C348/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C412/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-239577/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C454/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C676/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-6,Eptesicus,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus CAR/P 31/2009,Micropteropus pusillus,hasHost,Pisuviricota,Chordata
Bat coronavirus CAR/P 25/2009,Micropteropus pusillus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-33,Scotophilus nux,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009,Pipistrellus nathusii,hasHost,Pisuviricota,Chordata
Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009,Pipistrellus pygmaeus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRAP103/Mol_cur/BRA/2009,Molossus currentium,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA182/Mol_ruf/BRA/2009,Molossus rufus,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA119/Car_per/BRA/2009,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA344/Car_bre/BRA/2009,Carollia brevicauda,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA118/Car_per/BRA/2009,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA114/Car_bre/BRA/2009,Carollia brevicauda,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/BRA100/Car_per/BRA/2009,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Miniopterus bat coronavirus/South Africa/Irene/2009,Miniopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1106A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1012B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1018A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1095A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1023A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1020A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1019A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1108A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1092B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1091C,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1089B,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Sav/1088A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.nattereri/UK/Wyt/1011A,Myotis nattereri,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/991C,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/972A,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/971Co,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/964Co,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus M.daubentonii/UK/Wyt/962A,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Rm-Bat-CoV 09-07/2009/MV,Myotis volans,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/03/2009,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros lekaguli,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Rhinolophus bat coronavirus/Rwanda/445/2008,Rhinolophus clivosus,hasHost,Pisuviricota,Chordata
Rhinolophus bat coronavirus/Rwanda/441/2008,Rhinolophus clivosus,hasHost,Pisuviricota,Chordata
Zaria bat coronavirus,Hipposideros commersoni,hasHost,Pisuviricota,Chordata
Bat coronavirus N78-10/Germany/2008,Myotis myotis,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-53/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-52/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-40/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-37/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-31/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-30/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-18/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-14/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-55/BGR/2008,Miniopterus schreibersii,hasHost,Pisuviricota,Chordata
Bat coronavirus BNM98-30/BGR/2008,Nyctalus leisleri,hasHost,Pisuviricota,Chordata
Bat coronavirus BB98-41/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus 1B BR98-19/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BR98-12/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-39/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-28/BGR/2008,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus BB98-15/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BNM98-29/BGR/2008,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-35/BGR/2008,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-34/BGR/2008,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-32/BGR/2008,Rhinolophus mehelyi,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-07/BGR/2008,Rhinolophus mehelyi,hasHost,Pisuviricota,Chordata
Bat coronavirus BB98-43/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-05/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-05/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-12/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-13/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-01/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus 2B BR98-19/BGR/2008,Rhinolophus euryale,hasHost,Pisuviricota,Chordata
Bat coronavirus BM48-48/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BM98-65/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BB98-18/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus BB98-16/BGR/2008,Rhinolophus blasii,hasHost,Pisuviricota,Chordata
Bat coronavirus NM98-62/GER/2008,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0082/2008/SVN,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0050/2008/SVN,Rhinolophus,hasHost,Pisuviricota,Chordata
Bat coronavirus SLO1A0066/2008/SVN,Rhinolophus,hasHost,Pisuviricota,Chordata
Coronavirus P.pipi/VM314/2008/NLD,Pipistrellus pipistrellus,hasHost,Pisuviricota,Chordata
Coronavirus M.das/VM284/2008/NLD,Myotis dasycneme,hasHost,Pisuviricota,Chordata
Coronavirus M.dau/VM361/2008/NLD,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Coronavirus M.dau/VM303/2008/NLD,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Coronavirus P.pipi/VM312/2008/NLD,Pipistrellus pipistrellus,hasHost,Pisuviricota,Chordata
Coronavirus N.noc/VM366/2008/NLD,Nyctalus noctula,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/19/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaBoo/344/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/22/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/10/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/24/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/26/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/27/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/31/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/13/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/20/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/19/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaKwam/8/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaBoo/344/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Hipposideros/GhanaBoo/348/2008,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus M.mac/Australia/CoV034/2008,Myotis macropus,hasHost,Pisuviricota,Chordata
Bat coronavirus Philippines/Diliman1525G2/2008,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat coronavirus Philippines/Diliman1525G2/2008,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Bat coronavirus Philippines/Diliman1552G1/2008,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY99,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY98,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY97,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY96,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY95,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY94,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY93,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY92,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY91,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY90,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY89,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY88,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY87,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY86,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY85,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY84,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY83,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY82,Miniopterus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY81,Chiroptera,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY80,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY79,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY78,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY77,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY76,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY75,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY74,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY73,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY72,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY71,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY70,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY69,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY68,Rhinolophus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY67,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY66,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY65,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY64,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY63,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY62,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY61,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY60,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY59,Rhinolophus landeri,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY58,Rhinolophus landeri,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY57,Rhinolophus landeri,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY56,Epomophorus labiatus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY55,Epomophorus labiatus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY54,Epomophorus labiatus,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY53,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY52,Eidolon helvum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus BtKY51,Eidolon helvum,hasHost,Pisuviricota,Chordata
